ID,Valor,Otro
3219,49.34,329
3220,57.55,853
3221,14.99,570
3222,90.24,389
3223,66.09,940
3224,57.55,116
3225,69.5,183
3226,26.59,937
3227,10.55,450
3228,82.98,463
3229,55.14,786
3230,67.84,428
3231,40.13,943
3232,60.56,904
3233,48.88,981
3234,14.47,860
3235,66.06,222
3236,51.84,441
3237,71.72,772
3238,84.29,380
3239,96.86,117
3240,69.32,237
3241,33.54,317
3242,77.3,919
3243,74.19,485
3244,89.04,148
3245,43.6,678
3246,23.26,243
3247,85.04,296
3248,53.68,889
3249,18.93,680
3250,64.84,361
3251,66.2,223
3252,26.12,424
3253,57.28,878
3254,49.68,518
3255,57.44,844
3256,71.72,301
3257,36.11,157
3258,31.23,822
3259,41.07,833
3260,97.34,878
3261,70.17,242
3262,90.94,359
3263,48.47,832
3264,17.97,625
3265,20.34,985
3266,26.71,855
3267,13.42,858
3268,70.88,965
3269,40.67,793
3270,12.1,672
3271,66.93,161
3272,16.52,695
3273,53.7,804
3274,88.83,480
3275,48.75,655
3276,33.57,704
3277,43.24,470
3278,51.72,349
3279,43.3,771
3280,44.52,494
3281,82.38,256
3282,61.22,854
3283,11.02,246
3284,51.54,673
3285,68.91,617
3286,80.31,938
3287,41.63,593
3288,17.4,910
3289,75.69,704
3290,32.47,462
3291,51.13,909
3292,10.33,643
3293,78.13,954
3294,67.83,191
3295,42.45,555
3296,22.94,565
3297,81.99,213
3298,15.07,700
3299,58.96,575
3300,45.91,671
3301,38.47,669
3302,27.19,727
3303,20.55,969
3304,95.07,427
3305,22.33,149
3306,18.51,146
3307,88.31,620
3308,64.3,102
3309,31.51,832
3310,24.93,692
3311,20.49,228
3312,56.0,492
3313,72.0,305
3314,15.34,966
3315,87.44,201
3316,31.45,741
3317,83.68,474
3318,86.55,875
3319,86.1,467
3320,27.72,762
3321,73.69,878
3322,31.63,801
3323,61.05,797
3324,57.82,657
3325,82.13,362
3326,45.57,261
3327,27.31,307
3328,38.98,585
3329,37.16,791
3330,60.23,665
3331,14.32,651
3332,21.9,192
3333,22.59,821
3334,98.2,786
3335,23.82,345
3336,21.25,452
3337,51.04,349
3338,81.51,758
3339,94.07,396
3340,73.13,124
3341,61.4,564
3342,35.2,923
3343,41.37,686
3344,91.86,549
3345,88.39,736
3346,50.98,625
3347,21.8,813
3348,76.16,487
3349,81.14,725
3350,34.55,293
3351,95.63,658
3352,75.55,707
3353,89.21,442
3354,49.2,445
3355,92.57,330
3356,53.5,918
3357,42.16,805
3358,26.77,823
3359,98.11,696
3360,17.87,609
3361,13.08,109
3362,98.5,542
3363,38.85,168
3364,23.19,414
3365,35.32,269
3366,15.49,517
3367,39.49,162
3368,77.53,802
3369,78.17,895
3370,35.89,406
3371,95.25,470
3372,87.44,544
3373,30.9,393
3374,64.01,395
3375,10.88,348
3376,67.58,108
3377,93.46,272
3378,40.46,534
3379,60.12,453
3380,54.04,471
3381,11.18,921
3382,28.83,113
3383,97.93,277
3384,53.49,490
3385,48.29,861
3386,31.4,966
3387,25.21,244
3388,90.81,195
3389,29.15,190
3390,90.66,852
3391,53.87,467
3392,85.04,274
3393,30.38,457
3394,31.94,469
3395,67.85,878
3396,17.45,166
3397,37.44,307
3398,88.92,304
3399,63.6,328
3400,32.53,636
3401,80.59,480
3402,44.44,650
3403,66.3,744
3404,47.99,273
3405,29.89,603
3406,71.09,191
3407,50.41,354
3408,75.4,977
3409,33.43,447
3410,32.83,337
3411,77.88,830
3412,64.18,773
3413,82.43,732
3414,17.95,189
3415,83.69,436
3416,53.21,590
3417,61.78,365
3418,11.78,261
3419,74.45,424
3420,94.73,281
3421,33.71,229
3422,82.77,847
3423,22.87,745
3424,43.48,325
3425,50.73,119
3426,14.96,138
3427,25.17,510
3428,91.13,716
3429,45.68,707
3430,32.16,608
3431,19.56,196
3432,62.82,452
3433,88.45,793
3434,40.03,693
3435,55.78,422
3436,64.72,456
3437,34.53,519
3438,37.31,862
3439,28.87,677
3440,63.02,394
3441,92.2,930
3442,47.37,231
3443,47.23,735
3444,91.46,851
3445,85.32,917
3446,59.48,263
3447,76.17,814
3448,24.77,637
3449,51.05,778
3450,85.17,795
3451,89.43,670
3452,92.63,445
3453,34.54,800
3454,47.09,133
3455,86.73,565
3456,67.66,526
3457,48.81,275
3458,28.1,232
3459,54.11,734
3460,19.11,484
3461,19.91,486
3462,79.68,260
3463,50.99,530
3464,40.19,252
3465,72.72,227
3466,33.69,190
3467,33.61,351
3468,83.13,293
3469,52.48,391
3470,50.84,611
3471,30.39,685
3472,92.53,783
3473,64.13,871
3474,82.45,970
3475,62.29,208
3476,43.2,178
3477,58.09,986
3478,13.96,391
3479,30.91,398
3480,21.74,714
3481,63.81,185
3482,94.59,331
3483,35.44,368
3484,97.68,313
3485,71.21,249
3486,90.62,493
3487,89.56,698
3488,93.28,284
3489,59.17,469
3490,65.91,494
3491,59.75,213
3492,30.35,366
3493,78.15,491
3494,33.34,434
3495,27.47,930
3496,19.2,819
3497,62.92,946
3498,45.27,909
3499,42.03,609
3500,80.45,904
3501,46.58,747
3502,70.17,908
3503,84.36,672
3504,73.34,208
3505,82.52,766
3506,63.4,413
3507,62.49,304
3508,69.81,775
3509,75.59,857
3510,50.79,355
3511,17.35,358
3512,82.05,471
3513,67.98,314
3514,13.48,317
3515,97.33,432
3516,77.4,429
3517,24.75,128
3518,60.58,352
3519,92.31,121
3520,41.95,437
3521,45.08,195
3522,19.19,747
3523,86.55,702
3524,50.25,171
3525,21.74,833
3526,80.69,750
3527,91.65,430
3528,21.39,326
3529,60.74,746
3530,40.99,464
3531,57.94,936
3532,11.77,967
3533,19.94,121
3534,20.12,266
3535,95.05,829
3536,93.55,515
3537,45.39,297
3538,75.08,897
3539,82.85,184
3540,33.34,334
3541,95.84,247
3542,86.05,232
3543,72.49,501
3544,15.56,928
3545,43.1,461
3546,53.71,811
3547,40.35,509
3548,21.84,552
3549,65.44,106
3550,44.89,161
3551,43.68,358
3552,51.62,647
3553,78.82,472
3554,50.78,886
3555,59.91,335
3556,43.76,137
3557,47.35,745
3558,38.77,471
3559,49.36,107
3560,14.49,203
3561,15.18,264
3562,42.35,681
3563,84.36,677
3564,92.81,489
3565,77.47,646
3566,44.46,213
3567,31.63,372
3568,31.61,598
3569,52.09,357
3570,27.15,917
3571,82.87,871
3572,60.87,482
3573,84.37,910
3574,16.64,124
3575,96.62,322
3576,84.26,593
3577,78.81,740
3578,77.77,976
3579,66.07,426
3580,75.33,862
3581,16.99,754
3582,84.15,500
3583,61.76,800
3584,36.94,904
3585,91.88,368
3586,36.77,692
3587,10.79,311
3588,73.57,250
3589,68.16,771
3590,41.14,787
3591,42.58,181
3592,25.76,496
3593,45.74,286
3594,93.85,470
3595,12.93,819
3596,34.83,788
3597,27.19,176
3598,35.83,723
3599,55.98,464
3600,30.71,625
3601,38.78,408
3602,77.21,698
3603,95.59,280
3604,91.87,538
3605,16.71,480
3606,23.22,528
3607,12.54,200
3608,87.11,912
3609,74.25,500
3610,92.72,794
3611,46.75,730
3612,63.01,628
3613,78.02,973
3614,74.54,284
3615,62.92,475
3616,52.61,343
3617,89.92,354
3618,80.9,760
3619,69.98,301
3620,36.8,766
3621,28.4,240
3622,81.72,669
3623,39.15,704
3624,74.53,386
3625,58.85,167
3626,11.61,221
3627,26.18,859
3628,39.23,992
3629,96.67,873
3630,14.35,885
3631,71.91,597
3632,52.16,850
3633,20.91,578
3634,94.02,371
3635,29.95,942
3636,28.83,347
3637,96.69,697
3638,49.68,359
3639,64.27,145
3640,35.36,667
3641,18.96,579
3642,71.2,275
3643,22.96,160
3644,69.73,517
3645,96.59,646
3646,30.01,294
3647,52.51,351
3648,67.6,923
3649,15.97,168
3650,50.78,261
3651,77.02,666
3652,48.24,114
3653,48.36,394
3654,15.25,911
3655,75.9,776
3656,64.12,340
3657,66.99,609
3658,54.74,169
3659,55.33,384
3660,85.47,499
3661,13.19,717
3662,75.97,705
3663,39.28,530
3664,69.43,552
3665,52.95,438
3666,51.91,708
3667,91.51,650
3668,30.43,648
3669,20.67,113
3670,75.1,601
3671,78.97,779
3672,96.85,140
3673,83.5,493
3674,16.71,756
3675,59.52,471
3676,73.52,126
3677,67.59,911
3678,36.4,167
3679,14.09,435
3680,22.36,587
3681,53.65,713
3682,76.8,916
3683,53.4,796
3684,65.13,168
3685,51.8,422
3686,74.43,586
3687,70.66,406
3688,80.22,355
3689,75.92,955
3690,98.89,856
3691,19.23,335
3692,99.05,668
3693,10.69,805
3694,77.45,153
3695,13.75,312
3696,49.67,505
3697,15.87,995
3698,66.57,161
3699,83.52,437
3700,78.26,669
3701,27.23,624
3702,75.78,830
3703,67.65,797
3704,61.13,599
3705,60.54,618
3706,31.13,945
3707,85.11,414
3708,40.04,600
3709,46.86,151
3710,62.71,469
3711,81.13,287
3712,33.97,204
3713,41.81,682
3714,26.01,643
3715,82.32,275
3716,59.66,196
3717,81.2,647
3718,42.57,840
3719,44.93,170
3720,99.75,942
3721,92.77,511
3722,50.67,930
3723,38.68,260
3724,84.82,464
3725,89.27,803
3726,43.71,760
3727,57.55,171
3728,34.01,642
3729,27.19,393
3730,81.43,870
3731,93.24,511
3732,58.08,120
3733,18.74,732
3734,91.6,823
3735,60.56,774
3736,82.06,927
3737,78.18,880
3738,18.36,553
3739,10.79,555
3740,27.0,275
3741,28.35,428
3742,12.51,860
3743,88.71,158
3744,97.49,835
3745,95.33,414
3746,80.75,625
3747,24.23,167
3748,21.59,803
3749,55.84,981
3750,70.69,944
3751,44.66,453
3752,40.88,106
3753,87.4,422
3754,98.8,816
3755,43.45,695
3756,49.43,879
3757,44.36,371
3758,81.38,986
3759,62.61,526
3760,90.3,355
3761,62.84,873
3762,37.47,542
3763,83.42,415
3764,19.01,868
3765,13.64,227
3766,93.92,221
3767,22.8,730
3768,30.36,163
3769,97.96,396
3770,84.08,308
3771,58.32,776
3772,75.69,929
3773,49.91,103
3774,84.68,245
3775,33.89,558
3776,45.86,586
3777,96.68,165
3778,26.06,738
3779,37.59,812
3780,94.28,515
3781,67.94,389
3782,22.86,172
3783,35.49,507
3784,81.26,713
3785,57.75,358
3786,29.21,980
3787,67.32,462
3788,50.04,663
3789,52.24,508
3790,82.89,985
3791,37.64,275
3792,10.11,803
3793,86.54,563
3794,14.43,691
3795,22.54,563
3796,20.45,906
3797,18.89,137
3798,11.67,261
3799,65.04,687
3800,20.53,764
3801,54.47,575
3802,39.22,390
3803,52.98,363
3804,91.73,981
3805,66.55,758
3806,70.68,750
3807,50.66,786
3808,58.0,108
3809,25.55,785
3810,27.76,246
3811,91.96,949
3812,14.53,195
3813,32.94,765
3814,49.4,211
3815,57.2,133
3816,42.84,568
3817,66.12,620
3818,17.54,473
3819,30.87,718
3820,37.63,184
3821,62.72,657
3822,53.5,251
3823,27.23,574
3824,47.41,370
3825,86.79,966
3826,86.05,165
3827,27.74,310
3828,40.74,446
3829,10.42,297
3830,59.55,300
3831,18.3,464
3832,70.69,870
3833,50.11,230
3834,35.56,881
3835,86.82,562
3836,96.62,384
3837,51.57,328
3838,95.0,596
3839,38.32,239
3840,95.18,928
3841,29.86,388
3842,97.55,617
3843,13.34,977
3844,73.09,960
3845,33.43,217
3846,78.61,364
3847,70.51,851
3848,33.47,895
3849,63.74,297
3850,79.5,467
3851,75.2,601
3852,99.98,913
3853,78.61,345
3854,52.77,441
3855,12.02,229
3856,45.8,701
3857,47.7,107
3858,46.7,450
3859,11.53,282
3860,57.52,219
3861,23.69,480
3862,23.14,149
3863,73.29,777
3864,59.94,395
3865,11.67,596
3866,93.82,175
3867,11.59,980
3868,35.83,496
3869,84.64,638
3870,55.16,963
3871,17.75,397
3872,42.82,297
3873,14.5,434
3874,53.73,151
3875,63.56,988
3876,50.01,849
3877,80.05,863
3878,60.83,262
3879,87.16,779
3880,45.92,226
3881,33.91,463
3882,37.9,403
3883,74.82,380
3884,86.1,532
3885,96.45,141
3886,38.43,464
3887,39.73,879
3888,12.74,602
3889,18.55,614
3890,72.58,275
3891,98.58,217
3892,51.0,412
3893,74.51,181
3894,98.5,775
3895,96.98,205
3896,66.46,160
3897,95.13,470
3898,31.4,612
3899,54.86,770
3900,91.17,776
3901,41.94,846
3902,29.66,484
3903,43.06,394
3904,58.33,119
3905,47.78,418
3906,35.66,842
3907,57.95,175
3908,84.4,155
3909,14.37,274
3910,23.86,850
3911,39.78,235
3912,65.16,982
3913,79.38,131
3914,15.94,742
3915,30.45,666
3916,18.28,747
3917,89.89,362
3918,58.98,663
3919,78.71,131
3920,63.38,268
3921,16.69,300
3922,82.47,945
3923,99.69,375
3924,21.5,833
3925,29.83,437
3926,29.01,828
3927,12.58,579
3928,63.84,984
3929,76.13,379
3930,57.22,373
3931,64.49,960
3932,28.73,413
3933,68.18,812
3934,81.22,544
3935,45.94,508
3936,50.15,793
3937,62.48,784
3938,80.71,636
3939,82.03,937
3940,57.04,316
3941,76.29,712
3942,46.68,982
3943,56.68,753
3944,15.13,687
3945,29.6,613
3946,30.09,546
3947,89.72,398
3948,98.08,690
3949,31.69,563
3950,40.29,228
3951,23.79,120
3952,61.27,347
3953,14.05,309
3954,73.03,391
3955,91.33,558
3956,15.42,746
3957,41.61,328
3958,83.31,562
3959,12.05,355
3960,19.55,564
3961,85.16,910
3962,63.28,499
3963,92.85,619
3964,88.79,775
3965,84.06,962
3966,92.74,730
3967,85.52,674
3968,68.99,105
3969,76.14,131
3970,32.31,302
3971,55.61,166
3972,76.73,510
3973,73.09,805
3974,53.83,407
3975,66.31,872
3976,43.88,599
3977,97.45,932
3978,66.54,905
3979,13.99,458
3980,47.05,472
3981,94.5,778
3982,58.98,583
3983,69.76,960
3984,86.08,453
3985,84.63,249
3986,33.22,476
3987,84.44,200
3988,71.86,148
3989,32.57,518
3990,92.99,526
3991,69.8,365
3992,92.73,917
3993,98.84,127
3994,28.62,586
3995,18.58,499
3996,67.74,109
3997,31.02,350
3998,75.33,763
3999,69.96,746
4000,74.8,398
4001,20.8,298
4002,19.03,717
4003,44.48,814
4004,38.41,568
4005,43.44,656
4006,83.46,504
4007,58.74,745
4008,21.31,117
4009,62.75,798
4010,77.46,489
4011,53.07,134
4012,74.65,393
4013,87.19,319
4014,33.1,834
4015,38.52,747
4016,87.33,469
4017,84.66,362
4018,48.75,496
4019,16.01,792
4020,54.64,192
4021,19.67,973
4022,52.62,522
4023,56.33,370
4024,28.71,411
4025,15.46,179
4026,56.37,485
4027,94.77,638
4028,46.66,216
4029,73.82,403
4030,61.54,247
4031,79.17,614
4032,55.18,992
4033,74.35,741
4034,35.75,682
4035,85.1,905
4036,26.57,132
4037,88.7,640
4038,43.49,860
4039,87.89,783
4040,21.31,270
4041,75.94,668
4042,20.11,693
4043,96.45,331
4044,58.27,114
4045,38.35,603
4046,72.13,694
4047,86.51,958
4048,27.19,519
4049,23.1,770
4050,84.16,458
4051,29.89,243
4052,26.78,720
4053,56.96,525
4054,13.48,264
4055,40.23,582
4056,20.69,992
4057,81.65,510
4058,68.08,249
4059,11.92,990
4060,73.54,373
4061,20.09,248
4062,22.01,165
4063,72.2,152
4064,18.23,447
4065,77.88,378
4066,39.56,600
4067,28.23,347
4068,54.6,243
4069,96.38,264
4070,95.51,912
4071,66.79,708
4072,52.85,218
4073,96.22,202
4074,32.71,899
4075,72.61,956
4076,33.03,477
4077,21.59,417
4078,30.03,827
4079,85.66,324
4080,39.08,814
4081,89.11,117
4082,60.27,953
4083,56.87,523
4084,10.84,294
4085,26.14,466
4086,64.03,971
4087,61.3,403
4088,90.93,976
4089,89.52,499
4090,71.89,706
4091,23.82,348
4092,84.85,446
4093,47.09,104
4094,40.62,634
4095,96.43,570
4096,54.65,626
4097,26.99,683
4098,37.45,736
4099,12.56,452
4100,70.6,856
4101,60.66,654
4102,17.72,397
4103,89.02,824
4104,15.68,384
4105,91.59,403
4106,17.54,625
4107,67.11,743
4108,23.61,562
4109,82.56,630
4110,94.63,185
4111,44.18,634
4112,47.07,944
4113,19.9,132
4114,19.83,784
4115,47.31,749
4116,15.69,672
4117,45.13,753
4118,52.17,528
4119,10.7,348
4120,73.36,654
4121,95.33,563
4122,26.97,228
4123,52.64,445
4124,71.36,105
4125,93.43,752
4126,66.26,728
4127,38.33,269
4128,83.28,145
4129,49.83,187
4130,38.56,691
4131,81.24,229
4132,20.73,979
4133,76.03,206
4134,17.69,339
4135,79.83,550
4136,35.76,861
4137,89.24,987
4138,18.55,946
4139,67.7,433
4140,68.64,296
4141,79.27,957
4142,66.75,965
4143,42.2,192
4144,20.49,386
4145,32.13,350
4146,64.82,261
4147,47.69,616
4148,48.33,942
4149,36.04,389
4150,31.1,905
4151,43.2,897
4152,42.84,613
4153,64.72,170
4154,72.91,750
4155,37.7,383
4156,79.04,694
4157,79.94,241
4158,75.84,489
4159,95.6,648
4160,82.58,548
4161,58.74,181
4162,98.08,107
4163,30.06,214
4164,36.38,510
4165,37.83,775
4166,44.28,192
4167,70.15,349
4168,83.99,848
4169,46.1,315
4170,39.24,538
4171,21.89,102
4172,93.19,848
4173,37.02,352
4174,61.23,741
4175,76.29,726
4176,32.68,692
4177,59.4,380
4178,25.43,421
4179,96.36,393
4180,32.56,341
4181,36.27,432
4182,95.7,529
4183,85.66,668
4184,62.25,206
4185,83.83,218
4186,76.94,717
4187,73.96,217
4188,55.66,589
4189,35.41,565
4190,98.5,488
4191,85.67,741
4192,71.63,978
4193,53.9,574
4194,90.47,217
4195,30.43,216
4196,15.25,893
4197,45.79,132
4198,58.06,820
4199,11.57,352
4200,27.09,539
4201,76.01,546
4202,23.72,703
4203,54.72,195
4204,50.53,783
4205,26.93,888
4206,26.25,263
4207,39.42,374
4208,17.96,102
4209,30.78,108
4210,58.02,257
4211,80.14,286
4212,20.0,130
4213,65.57,255
4214,76.33,667
4215,56.78,211
4216,61.17,557
4217,60.65,131
4218,97.16,509
4219,91.68,853
4220,29.55,115
4221,61.1,374
4222,89.7,923
4223,59.95,321
4224,49.75,479
4225,94.99,625
4226,87.33,393
4227,35.6,265
4228,49.82,941
4229,11.85,925
4230,33.84,451
4231,32.87,918
4232,43.14,269
4233,74.72,782
4234,78.35,301
4235,32.4,947
4236,23.99,612
4237,16.53,586
4238,81.74,793
4239,74.91,765
4240,11.02,273
4241,80.93,538
4242,71.01,563
4243,91.14,365
4244,16.64,161
4245,47.26,137
4246,15.74,789
4247,47.14,522
4248,92.59,814
4249,68.5,501
4250,37.08,930
4251,53.34,146
4252,36.0,418
4253,94.19,688
4254,45.3,427
4255,16.6,478
4256,59.78,814
4257,50.7,419
4258,99.81,231
4259,91.53,409
4260,31.46,703
4261,26.95,808
4262,59.32,187
4263,12.52,387
4264,37.97,988
4265,50.44,555
4266,84.65,193
4267,63.72,318
4268,17.25,688
4269,22.06,646
4270,65.92,685
4271,81.36,621
4272,86.76,494
4273,84.93,630
4274,54.62,566
4275,43.23,333
4276,21.37,874
4277,90.81,349
4278,61.28,304
4279,15.78,431
4280,56.55,909
4281,32.73,904
4282,69.05,890
4283,75.36,218
4284,56.84,471
4285,62.69,443
4286,59.45,634
4287,57.64,575
4288,12.45,369
4289,90.67,597
4290,14.11,717
4291,67.26,726
4292,68.7,239
4293,61.92,472
4294,76.24,480
4295,83.65,572
4296,10.17,594
4297,47.81,457
4298,90.92,377
4299,96.62,679
4300,69.99,128
4301,51.26,414
4302,86.3,519
4303,12.45,903
4304,81.88,818
4305,76.05,121
4306,11.54,724
4307,84.6,739
4308,17.01,664
4309,13.6,275
4310,91.39,393
4311,53.62,169
4312,96.09,218
4313,47.05,314
4314,99.15,120
4315,93.66,486
4316,17.25,705
4317,45.8,378
4318,34.86,507
4319,38.24,883
4320,98.5,681
4321,53.06,115
4322,25.92,287
4323,68.49,742
4324,48.44,606
4325,21.07,725
4326,81.92,551
4327,47.97,854
4328,14.18,177
4329,14.43,815
4330,86.88,937
4331,94.61,261
4332,49.8,155
4333,62.87,416
4334,83.91,589
4335,42.83,806
4336,52.08,306
4337,68.84,431
4338,11.26,466
4339,26.5,399
4340,60.55,698
4341,42.24,649
4342,28.02,104
4343,43.82,685
4344,21.05,749
4345,69.48,532
4346,39.21,669
4347,29.84,155
4348,97.49,848
4349,17.87,236
4350,96.29,301
4351,69.59,272
4352,54.61,477
4353,45.21,685
4354,26.3,569
4355,22.01,143
4356,88.48,205
4357,88.7,720
4358,34.3,227
4359,39.82,424
4360,92.4,880
4361,77.3,540
4362,78.43,336
4363,98.36,778
4364,88.67,106
4365,72.98,655
4366,81.31,898
4367,68.48,688
4368,34.13,344
4369,85.56,616
4370,98.64,839
4371,49.49,173
4372,13.81,993
4373,69.83,281
4374,74.78,605
4375,29.68,721
4376,46.57,613
4377,34.93,402
4378,81.09,442
4379,96.67,900
4380,38.62,384
4381,12.68,410
4382,73.54,963
4383,26.99,634
4384,20.47,783
4385,90.36,506
4386,31.94,845
4387,73.07,997
4388,30.71,942
4389,85.74,263
4390,99.03,605
4391,53.88,423
4392,86.27,639
4393,68.25,468
4394,91.53,296
4395,94.01,200
4396,98.54,998
4397,38.57,516
4398,82.39,773
4399,92.94,311
4400,59.9,485
4401,25.59,464
4402,68.72,534
4403,92.93,633
4404,16.37,139
4405,16.0,250
4406,21.06,904
4407,29.27,661
4408,53.62,163
4409,83.0,873
4410,32.5,421
4411,92.35,973
4412,92.72,293
4413,58.3,670
4414,17.13,219
4415,81.43,355
4416,92.84,127
4417,55.54,354
4418,38.18,155
4419,49.54,960
4420,92.15,899
4421,75.28,608
4422,37.54,940
4423,29.29,849
4424,67.72,146
4425,34.89,108
4426,78.35,357
4427,70.2,901
4428,32.86,547
4429,71.39,232
4430,48.68,439
4431,31.78,494
4432,96.11,504
4433,99.01,609
4434,86.98,435
4435,43.04,924
4436,89.64,885
4437,55.6,415
4438,65.84,435
4439,59.66,101
4440,98.37,969
4441,61.32,535
4442,93.57,303
4443,51.46,944
4444,30.11,821
4445,10.07,432
4446,26.96,101
4447,66.43,838
4448,93.76,830
4449,68.93,512
4450,22.81,294
4451,43.05,487
4452,82.3,942
4453,10.88,409
4454,13.24,404
4455,97.32,330
4456,55.07,334
4457,29.07,337
4458,17.3,676
4459,36.36,779
4460,80.58,476
4461,92.36,538
4462,94.6,485
4463,60.74,860
4464,82.33,428
4465,43.64,727
4466,91.65,204
4467,19.89,838
4468,34.33,106
4469,77.88,782
4470,91.51,113
4471,77.6,878
4472,40.55,977
4473,91.89,358
4474,93.93,156
4475,77.3,855
4476,74.48,218
4477,78.92,631
4478,44.7,172
4479,17.68,611
4480,27.66,548
4481,51.03,328
4482,88.04,113
4483,43.65,452
4484,28.31,716
4485,95.77,543
4486,20.13,551
4487,71.44,426
4488,40.66,518
4489,25.54,679
4490,43.85,710
4491,31.79,844
4492,23.77,901
4493,45.89,732
4494,20.57,593
4495,79.14,542
4496,15.81,386
4497,44.99,120
4498,24.89,140
4499,80.41,965
4500,53.06,474
4501,47.2,752
4502,87.58,891
4503,54.15,648
4504,86.34,547
4505,65.6,284
4506,74.67,910
4507,15.14,801
4508,95.23,190
4509,52.17,603
4510,35.63,248
4511,24.35,857
4512,39.2,917
4513,85.87,794
4514,89.54,140
4515,66.92,454
4516,44.23,368
4517,46.26,403
4518,56.43,131
4519,13.6,606
4520,35.22,657
4521,21.93,269
4522,50.8,461
4523,38.13,969
4524,62.76,385
4525,98.78,376
4526,89.38,878
4527,10.57,997
4528,77.35,159
4529,47.86,770
4530,86.39,215
4531,98.14,149
4532,19.64,317
4533,36.15,712
4534,74.05,640
4535,13.54,578
4536,43.89,449
4537,78.44,303
4538,58.87,175
4539,50.57,952
4540,29.03,836
4541,76.34,616
4542,39.8,771
4543,17.18,841
4544,18.85,343
4545,57.91,765
4546,97.02,813
4547,24.65,430
4548,12.68,711
4549,53.36,303
4550,59.02,461
4551,93.93,327
4552,71.77,900
4553,90.41,515
4554,41.92,178
4555,36.31,835
4556,31.42,334
4557,38.88,606
4558,51.51,320
4559,23.51,451
4560,93.56,872
4561,84.92,524
4562,25.48,180
4563,53.33,222
4564,75.35,611
4565,66.1,124
4566,97.27,316
4567,49.17,654
4568,68.17,398
4569,24.38,723
4570,37.81,344
4571,50.48,328
4572,86.0,728
4573,37.52,454
4574,25.73,720
4575,60.99,973
4576,82.98,687
4577,41.31,768
4578,93.66,575
4579,64.16,251
4580,30.03,182
4581,82.76,727
4582,66.6,188
4583,57.17,271
4584,42.9,691
4585,66.54,889
4586,72.69,318
4587,51.94,481
4588,53.57,359
4589,31.11,880
4590,18.69,526
4591,93.54,587
4592,39.52,430
4593,16.63,813
4594,38.82,346
4595,22.02,697
4596,66.51,841
4597,68.4,191
4598,94.7,772
4599,74.2,449
4600,60.58,598
4601,95.97,872
4602,14.01,719
4603,84.01,352
4604,62.91,138
4605,38.89,597
4606,84.65,466
4607,91.01,856
4608,11.03,682
4609,95.29,889
4610,76.42,716
4611,83.52,465
4612,46.71,688
4613,64.92,183
4614,42.14,985
4615,48.61,808
4616,40.49,736
4617,31.01,578
4618,55.89,978
4619,13.83,224
4620,46.5,287
4621,15.14,262
4622,68.31,403
4623,61.11,896
4624,82.24,504
4625,42.45,546
4626,26.56,227
4627,72.13,673
4628,37.76,401
4629,52.93,223
4630,67.3,934
4631,48.45,321
4632,70.36,611
4633,61.23,303
4634,32.34,650
4635,62.42,757
4636,39.92,246
4637,46.78,619
4638,87.64,454
4639,84.83,432
4640,47.23,687
4641,45.36,237
4642,97.51,692
4643,41.19,376
4644,90.56,547
4645,73.37,241
4646,73.26,755
4647,49.28,742
4648,24.61,877
4649,79.14,507
4650,71.08,401
4651,28.21,156
4652,91.92,709
4653,78.52,427
4654,57.56,606
4655,83.58,665
4656,99.02,914
4657,18.03,348
4658,10.14,970
4659,57.29,701
4660,47.28,489
4661,73.87,202
4662,70.54,786
4663,41.87,399
4664,72.93,308
4665,99.77,728
4666,21.91,130
4667,15.35,571
4668,37.39,857
4669,43.14,257
4670,90.04,539
4671,20.77,969
4672,81.01,524
4673,20.33,675
4674,35.32,523
4675,97.48,929
4676,65.25,126
4677,77.41,695
4678,44.35,432
4679,61.75,314
4680,43.3,633
4681,16.68,495
4682,65.59,626
4683,15.64,128
4684,80.67,312
4685,39.21,347
4686,83.2,447
4687,25.07,149
4688,21.04,950
4689,19.61,485
4690,29.27,919
4691,91.24,247
4692,74.06,821
4693,32.28,555
4694,45.38,630
4695,89.12,164
4696,38.75,262
4697,79.46,187
4698,64.71,186
4699,61.16,752
4700,40.47,830
4701,74.63,503
4702,13.38,383
4703,85.02,283
4704,81.39,279
4705,71.75,628
4706,36.95,321
4707,43.88,551
4708,65.22,389
4709,26.03,519
4710,64.21,555
4711,29.76,608
4712,76.79,183
4713,91.68,942
4714,87.16,948
4715,94.18,693
4716,77.47,981
4717,65.76,477
4718,97.81,267
4719,90.59,505
4720,68.68,505
4721,95.68,985
4722,70.4,754
4723,74.74,313
4724,42.07,300
4725,69.89,811
4726,50.49,801
4727,91.69,619
4728,93.76,801
4729,54.48,466
4730,85.8,538
4731,13.42,568
4732,15.78,867
4733,50.71,141
4734,28.58,665
4735,99.68,650
4736,15.66,836
4737,24.86,150
4738,78.83,326
4739,22.94,670
4740,76.45,274
4741,64.47,386
4742,90.13,801
4743,41.18,691
4744,49.89,405
4745,51.64,812
4746,37.65,403
4747,41.77,803
4748,27.65,841
4749,24.56,969
4750,67.55,221
4751,35.69,427
4752,28.78,408
4753,61.43,534
4754,65.16,787
4755,10.8,449
4756,25.01,358
4757,59.49,458
4758,56.11,982
4759,85.53,208
4760,31.71,433
4761,97.64,648
4762,66.27,908
4763,94.08,198
4764,19.18,659
4765,94.18,114
4766,89.67,493
4767,84.8,557
4768,15.46,901
4769,67.97,290
4770,28.7,958
4771,95.4,377
4772,92.71,169
